CUSTOMER_ID,REVIEW_ID,PRODUCT_PART_NUMBER,REVIEW_TITLE,REVIEW_TXT,IS_RECOMMENDED,MODERATION_STATUS,RATING,TOTAL_NEGATIVE_FEEDBACK_COUNT,TOTAL_POSITIVE_FEEDBACK_COUNT,USER_NICKNAME,SUBMISSION_TM,LAST_MODERATED_TM,LAST_MODIFICATION_TM,SOURCE,OPT_COUNTER,CAMPAIGN_ID,USER_LOCATION,NET_PROMOTER_SCORE,NET_PROMOTER_COMMENT,REPLICATION_SYNCED,LEGAL_COMPANY_DESCRIPTION
953402446,263609760,1062446,Durable and adorable,My Cavalier pup lives to pounce and has just learned how to make this Buddy Bear squeak!  He is 4 months old and this is his favorite!!,false,APPROVED,5,0,0,*** PII ***,2025-03-15 19:55:23.000,2025-03-17 23:15:20.000,2025-03-17 23:15:33.852,bazaarvoice,87,REMINDER_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
138967173,255401296,104293,,,false,APPROVED,5,0,0,*** PII ***,2024-08-30 23:11:22.000,2024-08-30 23:15:12.000,2024-08-30 23:30:22.602,bazaarvoice,285,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
138497723,263457446,1040934,,,false,APPROVED,5,0,0,*** PII ***,2025-03-11 20:25:30.000,2025-03-11 20:30:21.000,2025-03-11 20:45:33.683,bazaarvoice,94,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
2610918,257676397,106343,,,false,APPROVED,4,0,0,*** PII ***,2024-10-21 20:57:13.000,2024-10-21 21:00:20.000,2024-10-21 21:15:30.465,bazaarvoice,241,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
34085353,239729460,106343,Excellent delivery service,my Lucy has eaten this food for years and Loves it.,true,APPROVED,5,0,0,*** PII ***,2022-05-29 18:16:54.000,2022-05-29 18:45:15.000,2022-08-28 05:47:48.871,bazaarvoice,1147,BV_PIE,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
29100868,215540688,104293,Good chew toys.,My dog loves to attack a squeaker. This toy only lasted about 20 minutes.,false,APPROVED,2,0,0,*** PII ***,2019-12-19 06:05:25.000,2019-12-19 06:30:25.000,2020-03-18 05:38:59.169,bazaarvoice,1247,BV_PIE,*** PII ***,10,Fair price. Good service. Good products.,2025-06-09 17:23:14.331,Retail
2567988,256304578,106343,Good ingredients,My dog loves it! He’s got a lot of skin issues and it was hard finding something that didn’t make him itch. Since starting this brand his itching has almost all disappeared.,false,APPROVED,5,0,0,*** PII ***,2024-09-20 01:35:00.000,2024-09-20 04:00:08.000,2024-09-20 04:00:18.565,bazaarvoice,274,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
46847332,211306755,104293,Not  great for dogs who love to chew,My australian shepherd puppy chewed through all three of the animals and pulled out the thing that makes them squeak.,true,APPROVED,2,0,0,*** PII ***,2019-07-17 20:03:26.000,2019-07-19 13:00:45.000,2019-10-16 05:33:56.250,bazaarvoice,1247,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
19330405,255551339,109317,,,false,APPROVED,1,0,0,*** PII ***,2024-09-02 20:43:30.000,2024-09-02 20:45:18.000,2024-09-02 20:45:28.704,bazaarvoice,285,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
144853243,262874868,109827,,,false,APPROVED,5,0,0,*** PII ***,2025-02-22 15:30:19.000,2025-02-22 15:47:55.000,2025-02-22 15:48:06.647,bazaarvoice,110,HP_BB,*** PII ***,,,2025-06-09 17:23:14.331,Retail
95756437,246161897,109827,Awesome Treat,"Our cat loves these treats.  He comes running when he hears the package being opened.  He loves every flavor, but wishes they were bigger lol",true,APPROVED,5,0,0,*** PII ***,2023-05-17 15:21:46.000,2023-05-17 15:47:30.000,2023-05-17 15:51:06.129,bazaarvoice,775,BV_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
31198028,263955068,1098382,Good Option,My 10 month old labrador did perfect the first time I went to train her to the harness at home. Out in public is another story. But it helps and she is learning. She just gets excited when she thinks she is going to get attention...and she thinks EVERBODY wants to give her attention. I've never used a harness in the past but would recommend this harness to others.,false,APPROVED,5,0,1,*** PII ***,2025-03-25 17:11:34.000,2025-03-25 17:30:19.000,2025-06-03 00:43:34.308,bazaarvoice,79,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
90846053,264164418,1113654,Excellent Fabric,My dog loves it,false,APPROVED,5,0,0,*** PII ***,2025-04-01 14:01:26.000,2025-04-01 14:34:04.000,2025-04-01 14:34:15.703,bazaarvoice,71,REMINDER_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
296132135,257929960,109827,,,false,APPROVED,1,0,0,*** PII ***,2024-10-28 06:47:54.000,2024-10-28 07:00:07.000,2024-10-28 07:00:17.335,bazaarvoice,234,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
7614751,179705272,107256,"Small, not great for adult cats.","I don't remember for sure but I may have overlooked the other dimensions because I was focused on the height of the product. Don't make the same mistake. Overall it is very small, probably great for kittens but our adult cats can only set upright on the perches. I got it so two adult cats could lie down and look out the window. Overall the product is ok.",false,APPROVED,3,0,5,*** PII ***,2017-05-22 23:12:04.000,2017-05-24 02:15:52.000,2019-04-03 18:03:36.191,bazaarvoice,1245,PIE,*** PII ***,10,Its easy to use and the prices are right.,2025-06-09 17:23:14.331,Retail
5446513,253967650,138687,,,true,APPROVED,5,0,0,*** PII ***,2024-07-01 23:50:17.000,2024-07-02 00:00:19.000,2024-07-02 00:00:30.864,bazaarvoice,334,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
23283437,195370641,138900,Didn't last long,"Destroyed by my dog in 1 day.  Rope fibers were scary, didn't want my dog swallowing them.",true,APPROVED,2,0,0,*** PII ***,2018-01-14 00:20:08.000,2023-03-01 00:31:33.000,2025-03-01 01:30:27.567,bazaarvoice,1239,BV_PIE,*** PII ***,10,Great service & fast delivery,2025-06-09 17:23:14.331,Retail
11342962,259042888,138386,,,false,APPROVED,5,0,0,*** PII ***,2024-11-25 21:03:40.000,2024-11-25 21:15:27.000,2024-11-25 21:15:37.938,bazaarvoice,204,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
929681013,264045879,1382182,,,false,APPROVED,3,0,0,*** PII ***,2025-03-28 19:19:02.000,2025-03-28 19:30:14.000,2025-03-28 19:45:27.493,bazaarvoice,76,ACC,*** PII ***,,,2025-06-09 17:23:14.331,Retail
92813337,249959111,128538,Ms. Picky Eater likes this!,"My little rescue beast...a 13 y.o. cockapoo mix, is very hard to please! But surprise! If I cut this up into small chunks she inhales it.",true,APPROVED,5,0,0,*** PII ***,2023-12-23 15:37:48.000,2023-12-23 17:45:13.000,2023-12-23 17:45:24.560,bazaarvoice,531,PIE,*** PII ***,10,"The ease of front door delivery for all pet food needs is indescribable. The time saved and hassles avoided, make it the wisest choice for busy people.",2025-06-09 17:23:14.331,Retail
